order_id,customer_name,email,product,quantity,price,order_date,shipping_address,status
1049,Kristy Williams,beverly74@example.net,Wireless Mouse,3,77.97,1779990343,"737 Christina Mission Suite 017, South Cody, OK 79559",returned
1049,Kristy Williams,beverly74@example.net,Wireless Mouse,3,77.97,1779990343,"737 Christina Mission Suite 017, South Cody, OK 79559",returned
1050,Jill Fry,kimcollins@example.com,Desk Lamp,4,89.2,2026-05-27T04:12:43,"82899 Harper Knolls Suite 204, Welchborough, SC 66565",cancelled
1051,Jennifer Vasquez,tblackburn@example.net,Mouse Pad,5,62.5,2026-05-29T06:21:38,"485 Kent Field, Lake Christopherfort, AZ 70200",shipped
1052,Helen Drake,robert36@example.com,Monitor Stand,1,89.99,"May 23 2026, 10:49:59","39538 Derrick Rapid, Kimberlyside, GA 46799",delivered
1053,Connor Fox,frederick61@example.net,Phone Charger,3,47.97,1778132726,"478 Young Lock Suite 418, Lewiston, NY 96620",pending
1054,Mary Schmidt,lisakerr@example.org,Laptop Bag,3,104.25,"May 05 2026, 23:54:35","81435 Frey Inlet, West Margaretmouth, IL 19420",shipped
1055,Brian Williams,kmcpherson@example.com,Gaming Headset,3,239.97,2026-05-18T11:58:42,"8493 Smith Garden, Juarezmouth, NJ 51166",returned
1056,Susan Thomas,leemackenzie@example.com,Wireless Mouse,1,25.99,2026-05-10T09:47:35,"3787 William Haven, Phillipsfurt, PR 23063",pending
1057,Daniel Stevenson,gkoch@example.net,Screen Protector,3,29.97,null,"559 Owens Flat Apt. 170, Lake Pamela, MA 88182",delivered
1058,Kelsey Stevens,carrryan@example.com,USB Keyboard,1,45.5,1778975699,"91928 Joseph Drive, Jessicaborough, DE 65640",shipped
1059,Daniel Mcintosh,adrian22@example.org,Phone Charger,3,47.97,29-05-2026 09:37,"1486 Melissa Stream, Mooremouth, HI 63250",pending
1060,Brian Carr,johnwallace@example.org,Wireless Earbuds,5,324.95,05/07/2026 05:53 PM,"131 Carey Pass Apt. 830, South Johnmouth, FM 76596",shipped
1061,Austin Ramirez,vincentanderson@example.net,Screen Protector,3,29.97,05/26/2026 06:13 AM,"28017 Parrish Parks, Port Carl, CT 21109",returned
???,
1063,Kevin Hartman,jfry@example.net,Gaming Headset,4,319.96,05/24/2026 02:14 PM,"7755 Caroline Burgs, Gabrielville, VT 37734",pending
1064,Vickie Blackburn,gonzalezsteven@example.com,Gaming Headset,2,159.98,"May 26 2026, 12:31:58","03165 Jonathan Plaza Apt. 481, South Tiffany, OK 86672",pending
1065,Nicole Martin,ssmith@example.com,Gaming Headset,4,319.96,2026-05-23T20:45:21,"47592 Sullivan Terrace Suite 500, Tylermouth, FM 53028",processing
1066,Jessica Richardson,amy42@example.org,Wireless Earbuds,3,194.97,12-05-2026 07:35,"720 Morse Squares Suite 810, Port Christine, NE 24261",returned
1067,Randy Austin,masseykevin@example.net,Phone Charger,2,31.98,06/02/2026 06:17 PM,"USNS Brown, FPO AP 30364",delivered
1068,Roger Fletcher,spearscody@example.com,Screen Protector,3,0.0,28-05-2026 20:19,"USNV Thompson, FPO AE 49106",processing
1069,Jeffrey Wallace,troymeyer@example.net,null,,64.99,1779633285,"7521 Patel Lodge, Arianastad, OK 74209",pending
1070,Mason Rubio,nbell@example.org,Bluetooth Speaker,3,126.0,06/02/2026 10:53 AM,"476 Ernest Village, West Jody, MA 73244",cancelled
1071,Michelle Snyder,mcknightluis@example.com,Phone Charger,5,79.95,2026-05-13T15:03:16,"2654 Brown Unions, Reedmouth, UT 36701",processing
1072,Nancy Saunders,nbaker@example.org,null,  ,,"May 28 2026, 10:00:01","PSC 1433, Box 0218, APO AE 53944",shipped
1073,Carol Mueller,hannah47@example.com,Wireless Earbuds,3,194.97,11-05-2026 00:57,"0416 Elizabeth Orchard Suite 237, South Jameston, KY 32949",pending
1074,Blake Hernandez,eric23@example.net,Wireless Earbuds,-8,64.99,05/09/2026 10:20 PM,"67854 Dennis Spring Apt. 118, East Jamieton, MP 43800",shipped
1075,Taylor Price,gblair@example.org,USB Keyboard,5,227.5,1780247397,"PSC 9922, Box 2016, APO AP 69901",processing
1076,Marisa Cook,murilloalexis@example.org,USB Keyboard,1,call for price,27-05-2026 09:04,"336 Miller Stravenue, New Laurie, PW 99265",returned
1077,Alison Smith,None,HDMI Cable,5,44.95,"May 08 2026, 15:32:02","155 Nicole Cape, West Antonioberg, PW 19044",cancelled
1078,Brittany Montgomery,katherinezhang@example.com,Mouse Pad,3,37.5,2028-04-28,"540 Fletcher Court, Jacquelineside, HI 95023",shipped
1079,Eric Beasley,jeffrey55@example.org,Webcam HD,1,59.0,12-05-2026 07:52,"063 Bryan Road Apt. 672, New Chad, WA 47506",returned
1080,Nicholas Garcia,lklein@example.org,Laptop Bag,1,34.75,2026-05-07T21:31:55,"246 Jose Valleys Suite 960, South Amymouth, GA 20051",shipped
1081,Nathaniel Stuart,brownedward@example.org,Wireless Earbuds,N/A,194.97,"May 04 2026, 18:12:14","31908 Denise Hills, North Jonathanside, KY 16846",processing
1082,Robert Franklin,chendominic@example.net,HDMI Cable,5,44.95,05/22/2026 10:11 PM,"72198 James Plaza, Murilloside, PA 95814",processing
1083,Mary Buchanan,xsanchez@example.com,Wireless Mouse,1,call for price,"May 16 2026, 19:15:11","USS Nguyen, FPO AE 61202",returned
1084,Alan Wall,troy40@example.org,Bluetooth Speaker,3,126.0,05/20/2026 04:50 AM,"USNV Thomas, FPO AA 53287",shipped
1085,Paul Jennings,stewartnicole@example.org,Mouse Pad,68671,12.5,"May 23 2026, 23:56:27","5243 Anna Lock Suite 697, Brittanyberg, GU 69372",delivered
1086,Elizabeth Dixon,riveradylan@example.com,Monitor Stand,5,449.95,"May 08 2026, 00:37:22","874 Moore Square, South Kathleenton, TX 67621",cancelled
1087,Mrs. Katherine Martin,fletchermichael@example.com,Laptop Stand,1,free,2026-05-12T13:17:47,"17868 Mueller Skyway, Port Waltermouth, GA 90218",cancelled
1088,Miranda Wilson,tara43@example.org,Desk Lamp,1,22.3,2026-05-19T13:49:21,"5320 Harris Estate, Crystalstad, NJ 99716",processing
1089,Anthony Martin,N/A,Wireless Earbuds,5,324.95,2026-05-21T08:59:02,"30897 Adam Mountain, Zimmermanberg, IA 60906",shipped
1090,Mary Molina,kimberly98@example.net,Laptop Stand,2,110.0,2026-05-24T10:06:38,"251 Michael Locks Suite 534, Adkinstown, MO 14242",processing
1091,Timothy Benson,joshuaross@example.org,N/A,,259.96,2026-05-23T23:43:03,"9709 Samantha Isle Apt. 693, Gomezside, WV 92172",processing
1092,Jason Osborne,dyeramber@example.org,USB Keyboard,2,91.0,05/10/2026 02:13 PM,"5635 Linda Circle Apt. 858, Port Shane, AS 12199",pending
1093,Hunter Torres,boothbrandon@example.com,Webcam HD,null,118.0,05/29/2026 02:40 PM,null,cancelled
1094,Susan Moreno,franklindanielle@example.net,Phone Charger,1,15.99,08-05-2026 23:45,"2096 Valerie Corners, Smithport, ME 88687",returned
1095,Darrell Mills,umartinez@example.org,Screen Protector,3,29.97,08-05-2026 18:51,"9481 Nguyen Junctions, Williamsfort, RI 58869",returned
1096,Juan Henry,cody33@example.com,Phone Charger,N/A,79.95,1779651940,"57351 Theodore Trace, East Theresaport, MI 92917",shipped
1097,Scott Clark,chase84@example.net,USB Hub,4,"1,234.56",1780431573,"26117 Smith Groves Suite 540, East Katrinatown, CA 34687",delivered
1098,Cody Martinez,andrea74@example.net,Wireless Earbuds,None,194.97,None,"9769 Martin Bypass Apt. 593, Reedchester, WY 57893",None
1099,Kevin Oliver,brownchristopher@example.net,HDMI Cable,4,35.96,"May 21 2026, 03:19:16","USS Young, FPO AA 30402",delivered
1100,Jennifer Stewart,lerickson@example.org,Laptop Bag,1,34.75,1778747298,"00903 Cruz Light, North Thomas, MO 67825",processing
-527,,0x00,0x00,NULL,corrupted,NULL
1102,Peter Nash,pamelarodriguez@example.com,Webcam HD,1,59.0,08-05-2026 03:34,"97454 Stewart Springs Apt. 815, Lake Daniel, VT 36632",processing
1102,Peter Nash,pamelarodriguez@example.com,Webcam HD,1,59.0,08-05-2026 03:34,"97454 Stewart Springs Apt. 815, Lake Daniel, VT 36632",processing
NULL,,0x00
1104,None,timothyhart@example.com,USB Hub,5,N/A,None,"3987 Peters Camp, West Kellyfort, DE 53739",returned
1105,David Yang,allenjessica@example.net,USB Hub,2,38.98,"May 08 2026, 23:09:31","30058 William Crossroad, Nicholasview, IL 12688",delivered
1105,David Yang,allenjessica@example.net,USB Hub,2,38.98,"May 08 2026, 23:09:31","30058 William Crossroad, Nicholasview, IL 12688",delivered
1106,Stanley Evans,blackdeborah@example.net,USB Hub,2,38.98,"May 04 2026, 07:22:48","31195 Howard Views, Clarkport, FL 25185",processing
1107,Mark Watkins,scook@example.net,Phone Charger,3,call for price,05/07/2026 12:29 PM,"Unit 9157 Box 0406, DPO AP 26849",shipped
1108,Ryan Page,jaclynhickman@example.com,Laptop Bag,2,69.5,1778438185,"0252 Carroll Center Apt. 671, Garciamouth, VI 97079",processing
1109,Jesus Gaines,doughertyeric@example.com,Gaming Headset,5,399.95,14-05-2026 09:47,"98182 Kristen Lock Apt. 347, Lake David, DC 50324",shipped
1110,Louis Barrett,zhumphrey@example.com,Bluetooth Speaker,2,84.0,"May 17 2026, 17:18:23","988 Martin Cove Suite 175, Laurenland, HI 51386",processing
1111,Scott Evans,michael75@example.net,Mouse Pad,3,37.5,07-05-2026 18:39,"752 Jerome Common Apt. 017, Lake Staceytown, GU 80211",cancelled
1112,  ,john68@example.com,,3,29.97,N/A,"15991 Sara Cape, Jaredland, NM 65895",delivered
corrupted,corrupted,,???
1114,Matthew Mcdonald,walkerrobert@example.org,Monitor Stand,2,179.98,"May 21 2026, 06:21:50","PSC 8335, Box 8635, APO AA 46405",pending
1115,David Rodriguez,harrismatthew@example.org,USB Hub,two,19.49,1778996570,"291 David Walk, Brittanybury, FL 76249",delivered
1116,Eric Jennings,brewernicholas@example.com,USB Keyboard,2,91.0,1779848426,"34236 Leon Ford, New Dana, MS 74410",shipped
1117,Lisa Collins,lauraallen@example.org,HDMI Cable,5,44.95,31-05-2026 10:01,"071 Coleman Divide Suite 605, New Glenn, MO 72047",cancelled
1118,Jessica Walsh,jeffreyross@example.com,Phone Charger,2,31.98,"May 16 2026, 05:59:10","81931 Hunt Village Suite 245, Port Noah, MP 35466",returned
1119,Jenna Rodriguez,wdavila@example.com,Screen Protector,5,49.95,2026-05-20T08:09:45,"798 Patricia View, Hernandezland, IA 73105",processing
1120,Thomas Malone,cassandrameyer@example.net,HDMI Cable,5,44.95,1779349567,"39432 Blake Motorway Apt. 070, Allenchester, TX 62708",processing
1121,Steven Sanford,becksylvia@example.com,Mouse Pad,2,0.0,1777993114,"964 Moore Track, Johnburgh, MN 08337",pending
1122,Theodore Martinez,jamesdonna@example.com,Laptop Bag,None,173.75,"May 26 2026, 20:22:40","02526 Elliott Centers, Burnettchester, WY 88038",delivered
1123,Kenneth Cabrera,maryyoung@example.net,Monitor Stand,5,449.95,"May 27 2026, 05:26:20","USS Thompson, FPO AP 57103",shipped
1124,Janet Huff,melissanguyen@example.org,HDMI Cable,4,35.96,"May 18 2026, 11:58:04","531 Melinda Square, North Kevinshire, MA 49052",shipped
1125,Jennifer Smith DVM,tuckertiffany@example.net,Wireless Mouse,1,25.99,04-05-2026 05:19,"0352 Kathleen Lake Suite 136, Port Ryanchester, NE 20439",pending
1126,Daniel Mann,rachelortega@example.net,Webcam HD,3,177.0,"May 20 2026, 22:53:57","352 Fowler Shoals Apt. 474, South Jenniferton, NH 32471",returned
1127,Mike Ingram,joan80@example.com,Wireless Mouse,5,129.95,2026-05-29T15:33:14,"00840 Miller Fort, South Sharichester, NC 30200",shipped
1127,Mike Ingram,joan80@example.com,Wireless Mouse,5,129.95,2026-05-29T15:33:14,"00840 Miller Fort, South Sharichester, NC 30200",shipped
1128,Michelle Kennedy,washingtonrobert@example.com,HDMI Cable,4,35.96,08-05-2026 10:37,"362 Tracy Landing, South Phillip, AL 35584",shipped
1129,Adam Thomas,gaylaurie@example.org,Wireless Earbuds,3,194.97,"May 06 2026, 18:39:33","256 Brandon Field, Munozland, ID 74739",shipped
1130,Amber Mendez,howepeter@example.org,Bluetooth Speaker,2,84.0,05/07/2026 11:57 AM,"6447 Mario Unions, Port Kimberlystad, OH 43783",delivered
1131,Bobby Robinson,lori30@example.org,Wireless Mouse,2,51.98,"May 21 2026, 07:54:04","078 Aguilar Spur Suite 458, North Thomas, MD 55080",cancelled
1131,Bobby Robinson,lori30@example.org,Wireless Mouse,2,51.98,"May 21 2026, 07:54:04","078 Aguilar Spur Suite 458, North Thomas, MD 55080",cancelled
1132,Dr. Kelly Gomez,knappmary@example.net,Gaming Headset,3,239.97,1778898951,"83085 Lester Point, Lucasfurt, AR 62301",shipped
1133,David Burke,hferguson@example.org,Bluetooth Speaker,5,210.0,1780303986,"8853 Mathews Gardens Apt. 952, West Deannatown, IN 01161",shipped
1134,Erin Mcintosh,ppena@example.org,HDMI Cable,1,8.99,2026-05-14T18:52:30,"577 Cooper Square, Shawnamouth, KS 53877",delivered
1135,Leonard Ramirez,ryanmichael@example.net,Phone Charger,1,15.99,"May 10 2026, 19:24:14","6283 Jeffrey Loaf, Blackton, TX 56275",pending
1135,Leonard Ramirez,ryanmichael@example.net,Phone Charger,1,15.99,"May 10 2026, 19:24:14","6283 Jeffrey Loaf, Blackton, TX 56275",pending
1136,Victoria Price,thomashawkins@example.net,Laptop Bag,1,34.75,09-05-2026 05:37,"2475 Marshall Heights Apt. 132, Reneechester, GU 28031",delivered
1137,Andrew Adams,wrangel@example.com,Bluetooth Speaker,1,42.0,19-05-2026 01:40,"7391 Ramos Mill, Leslieport, AZ 15713",cancelled
1138,Mr. William Callahan,bridget53@example.com,Mouse Pad,5,null,05/19/2026 06:29 AM,"55993 Peggy Drives Suite 351, East Rhonda, MP 38766",pending
1139,N/A,adavis@example.net,Screen Protector,N/A,None,06/01/2026 05:24 PM,"6415 Fuller Brooks, Coleside, MO 41520",returned
1140,Barbara Harrington,eileen67@example.net,Bluetooth Speaker,2,84.0,1778178925,"3928 Jeffery Keys, Nguyenville, IL 29078",pending
1141,Faith Roth,christopherpowers@example.com,Screen Protector,1,9.99,05/29/2026 08:31 AM,"2751 Michael Run Apt. 539, Jasonberg, IA 37246",processing
1142,Dr. Molly Lopez,  ,Bluetooth Speaker,1,,30-05-2026 08:34,,pending
1143,Regina Mendoza,carrie14@example.net,Phone Charger,4,63.96,"May 30 2026, 12:10:58","4311 Walker Drive Apt. 884, South Monicastad, MD 16428",pending
1144,David Tran,guerrerosusan@example.net,Screen Protector,2,19.98,"May 28 2026, 08:18:57","PSC 5417, Box 3178, APO AA 05919",pending
1145,Alexander Tapia,gwalker@example.com,Phone Charger,5,79.95,2026-05-15T11:05:35,"8701 Andrews Mall, East Daniel, TN 18729",shipped
1146,Andrew Smith,joneskristina@example.com,Gaming Headset,3,239.97,  ,null,returned
1147,Derek Wood,fieldskatherine@example.com,Bluetooth Speaker,4,168.0,05/25/2026 06:38 AM,"84256 Valentine Plaza, Davidburgh, VA 09826",delivered
1148,Christopher Campbell,joegomez@example.org,Wireless Earbuds,5,324.95,2026-05-12T08:42:06,"001 Victoria Hills Apt. 608, Michaelmouth, MI 30869",pending
1149,Katherine Cook,washingtonlisa@example.org,USB Hub,2,call for price,09-05-2026 05:57,"PSC 9186, Box 7516, APO AA 95404",shipped
1150,Tina Santana,smithkayla@example.com,Monitor Stand,5,449.95,2026-05-27T22:35:03,"206 Love Mountain Apt. 727, West Paulview, CO 05363",pending
1150,Tina Santana,smithkayla@example.com,Monitor Stand,5,449.95,2026-05-27T22:35:03,"206 Love Mountain Apt. 727, West Paulview, CO 05363",pending
1151,Joseph Elliott,emilymaldonado@example.net,Mouse Pad,5,62.5,25-05-2026 18:05,"005 Patel Mill Suite 273, Powerstown, NE 05581",cancelled
corrupted,,900,-740
1153,Nicole Bush,molly97@example.com,Desk Lamp,2,44.6,2026-05-22T12:08:31,"Unit 9183 Box 1705, DPO AA 88236",returned
1154,Connie Jimenez,gwaters@example.org,None,3,  ,"May 14 2026, 19:27:05","4549 Anthony Ranch Suite 187, Herrerachester, VT 03844",N/A
1155,Laura Smith MD,scottjonathan@example.net,Phone Charger,4,63.96,05/19/2026 12:38 AM,"53836 Wilcox Ports, West Mathewbury, OR 44482",delivered
1155,Laura Smith MD,scottjonathan@example.net,Phone Charger,4,63.96,05/19/2026 12:38 AM,"53836 Wilcox Ports, West Mathewbury, OR 44482",delivered
1156,Laura Mcdonald,wrightjessica@example.com,Desk Lamp,5,111.5,11-05-2026 08:36,"9185 Jennings Isle Apt. 283, Baileyfort, OK 93815",pending
1157,Wendy French,annette30@example.com,Wireless Earbuds,five,129.98,05/09/2026 01:43 PM,"PSC 8097, Box 9596, APO AP 41152",returned
1158,Danielle Mendoza,jaguilar@example.com,Mouse Pad,5,"1,234.56",05/08/2026 07:23 PM,"214 Brianna Stravenue Suite 215, South Natashaside, MI 13155",cancelled
1159,Lee Garcia,kellybrown@example.net,USB Keyboard,5,227.5,"May 31 2026, 14:15:45","640 Alexander Garden Suite 583, Ericborough, ND 68305",pending
1160,John Wheeler,keith24@example.com,Monitor Stand,2,179.98,1779034229,"801 Myers Brook Apt. 537, West Angelica, CO 22708",shipped
1161,Manuel Neal,ptaylor@example.net,Screen Protector,1,9.99,05/18/2026 06:43 PM,"796 Bowman Square Suite 660, Ruizberg, WY 85464",processing
1162,Rachel Hoffman,trevorfuller@example.net,USB Hub,86288,19.49,1779118629,"266 Berger Spur Suite 512, Juliachester, FL 98224",processing
1163,Adriana Garrison,moorerobert@example.org,Gaming Headset,4,319.96,"May 19 2026, 02:46:41","14046 Miller Brooks, Martinezside, IA 91208",pending
1164,Bethany Thornton,notanemail,USB Hub,3,58.47,14-05-2026 11:39,"63972 Michael Port, Port Jacquelinechester, PR 48896",delivered
1165,Desiree Yang,leah00@example.net,Wireless Earbuds,4,259.96,2026-06-02T16:30:38,"681 Stewart Squares Apt. 437, West Marciaport, DC 70805",processing
1166,Tonya Johnson,erin83@example.org,USB Keyboard,1,45.5,1779861386,"06515 April Rapids Suite 648, Wrightfort, KS 29536",delivered
1167,Carol Martinez,evance@example.net,Laptop Stand,1,55.0,05/21/2026 09:49 PM,"7215 Williamson Point, Olsonmouth, HI 64089",cancelled
1168,Michael Daniel,bethtaylor@example.net,Mouse Pad,3,37.5,01-06-2026 23:09,"5415 Michelle Groves, Huffmanmouth, MN 78926",cancelled
1169,Tyler Hinton,pflynn@example.net,HDMI Cable,3,26.97,2026-05-25T19:22:47,"788 Kelly Neck, Sabrinahaven, MA 72953",delivered
1170,Tammy Davis,pdrake@example.net,Mouse Pad,3,37.5,2026-05-23T13:48:27,"92249 Patrick Grove Apt. 788, Port Madison, SD 21271",returned
1171,Zachary Green,ivaldez@example.net,Gaming Headset,1,79.99,"May 21 2026, 05:54:42","9923 Wiley Circle Suite 476, Curtisview, TX 12448",cancelled
NULL,ERR
1173,Edward Tran,montgomerytroy@example.org,Desk Lamp,1,22.3,1778541443,"91097 Vanessa Trace Apt. 439, Howellville, CT 45873",pending
1174,Regina Clark,soneill@example.net,Mouse Pad,2,25.0,1778700451,"541 Ramirez Turnpike Apt. 242, Fostershire, MI 78777",returned
1175,Donna Woods,dmontoya@example.org,Gaming Headset,3,239.97,2026-05-31T04:18:24,"4131 Alan Oval Apt. 223, Burtonmouth, WY 29991",shipped
1176,Amy Reyes,wcollins@example.com,Gaming Headset,2,159.98,2027-08-05,"198 Timothy Views, South Timothyton, AL 94219",delivered
1177,Janet Medina,zhuber@example.org,Gaming Headset,3,239.97,10-05-2026 19:57,"32652 Jeffrey Circles, West Lukeborough, MI 07144",shipped
ERR,0x00,-937,NULL,corrupted,corrupted,corrupted,ERR,corrupted
1179,Samantha Gibson,owoods@example.com,Monitor Stand,5,449.95,29-05-2026 22:15,"250 Ward Lakes Apt. 307, Lake Kimberly, NY 29923",processing
1180,Hailey Kelley,john10@example.org,Bluetooth Speaker,2,84.0,29-05-2026 03:05,"24523 David Green, Lake Carolview, OK 68120",cancelled
1181,Catherine Garcia,jennifer76@example.net,Mouse Pad,4,50.0,18-05-2026 03:00,"2723 Michael Hill Suite 676, South Robertside, MP 58142",processing
